company_name,company_number,category,website
Магазин овощей и фруктов,+7 (921) 491-71-01,Овощные магазины,[]
Фрутик,+7 (964) 301-74-31,Овощные магазины,[]
Центр сухофруктов,+7 (911) 583-32-93,Овощные магазины,[]
Фрукты овощи,+7 (900) 918-18-19,Овощные магазины,[]
Фруктовый рай,+7 (911) 870-42-91,Овощные магазины,[]
Фруктоша,+7 (921) 077-95-91,Овощные магазины,[]
Фруктовый Рай,+7 (911) 870-42-91,Снеки,[]
Онежская молочная продукция,+7 (911) 559-30-56,Молочные магазины,[]
Фруктоша,+7 (921) 077-95-91,Овощные магазины,[]
Фруктовый Рай,+7 (911) 870-42-91,Овощные магазины,[]
Мясо,+7 (911) 553-27-70,Мясные магазины,[]
OneWay Lounge,+7 (967) 479-11-33,Кальян-бары,[]
Mist,+7 (921) 487-01-12,Кальян-бары,http://mist29.tilda.ws/#rec602673869
Tt Lounge,+7 (911) 594-77-99,Кальян-бары,[]
БГ,+7 (931) 402-40-04,Кафе,[]
Иль Густо,+7 (909) 556-07-67,Рестораны,https://ilgusto29.ru/
Санта Паста,+7 (921) 677-67-67,Кафе,[]
El Fuego,+7 (960) 005-88-07,Рестораны,http://www.elfuego.ru/
Купе,+7 (902) 702-09-20,Кафе,[]
Ялта,+7 (911) 594-43-55,Рестораны,http://yalta29.ru/
Крым,+7 (900) 918-11-65,Кафе,[]
La-Ваш,+7 (960) 018-51-20,Кафе,https://lavash29.orgs.biz/
Блин Виль,+7 (909) 554-51-22,Кафе,http://lvk29.ru/
Санта Паста,+7 (921) 470-00-11,Кафе,[]
Брусника,+7 (921) 810-42-86,Кафе,[]
Оливье,+7 (909) 554-03-84,Рестораны,http://lvk29.ru/
Армения,+7 (909) 556-06-66,Рестораны,[]
Столица Поморья,+7 (900) 915-55-44,Рестораны,[]
Старфудс,+7 (900) 911-13-78,Быстрое питание,http://старфудс.рф/
Грядка,+7 (953) 939-04-72,Кафе,http://gryadka-family.ru/
Gussi Coffee,+7 (921) 081-84-66,Кофейни,https://gussi.su/
1234,+7 (902) 709-69-96,Кофейни,https://coffee1234.myresto.online/
На часок,+7 (900) 916-27-27,Кафе,[]
Очаг,+7 (905) 293-85-89,Кафе,[]
Хочу Лето,+7 (921) 078-32-75,Кафе,[]
Абшерон,+7 (921) 241-44-10,Кафе,[]
Simple. cafe,+7 (953) 269-27-69,Кафе,https://simplecafe.tilda.ws/
Райский уголок,+7 (960) 017-20-14,Кафе,[]
Эребуни,+7 (981) 556-21-18,Кафе,[]
Старый город,+7 (911) 594-04-55,Рестораны,https://restoran29.ru/
Иль Моторре,+7 (909) 554-33-88,Кофейни,[]
Территория Еды,+7 (921) 243-17-17,"Бары, пабы",[]
Иль Моторре,+7 (909) 554-33-88,Кофейни,[]
Банкет-клуб 93,+7 (952) 250-93-93,Кафе,[]
Регистан,+7 (964) 301-05-55,Кафе,[]
Сеньор Денёр,+7 (960) 019-93-95,Быстрое питание,https://senordoner.ru/
Шашлыки по-Армянски,+7 (911) 554-33-10,Кафе,[]
Coffee Company,+7 (911) 594-22-77,Кофейни,[]
Community,+7 (996) 502-27-90,Кофейни,[]
Старый Архангельск,+7 (905) 293-87-77,Столовые,[]
Пироговая,+7 (911) 655-53-53,Кафе,http://pirogovaya29.ru/
Большая кастрюля,+7 (931) 407-68-67,Быстрое питание,[]
Восточный квартал,+7 (921) 670-88-71,Рестораны,[]
Грузин,+7 (950) 660-63-30,Кафе,[]
АндерСон,+7 (909) 556-01-21,Кафе,https://anderson29.ru/
Met Tea,+7 (921) 078-70-05,Кафе,[]
Шоколадница,+7 (991) 470-70-04,Рестораны,https://shoko.ru/
No Cap,+7 (994) 222-55-55,"Бары, пабы",[]
Лава,+7 (921) 498-63-22,Быстрое питание,[]
"Сити, Кофейня",+7 (960) 002-75-73,Кофейни,http://сити-кофейня.рф/
Папа Гирос,+7 (911) 559-49-69,Кафе,[]
Дача,+7 (921) 476-18-98,Столовые,[]
Восточный рай,+7 (952) 257-25-22,Кафе,[]
Smetana,+7 (953) 269-54-10,Кафе,[]
Rampa street cafe,+7 (909) 552-22-44,Быстрое питание,[]
Старфудс,+7 (953) 930-84-80,Быстрое питание,https://старфудс.рф/
Старфудс,+7 (960) 007-03-44,Быстрое питание,http://старфудс.рф/
Грядка,+7 (952) 259-59-25,Быстрое питание,https://gryadka-family.ru/
Трактир,+7 (921) 483-54-90,"Бары, пабы",[]
Дон шаурмафия,+7 (911) 877-52-25,Кафе,[]
Гигант,+7 (900) 918-62-26,Быстрое питание,[]
Эдисон,+7 (909) 555-53-01,"Бары, пабы",[]
Гала,+7 (953) 931-91-39,Рестораны,[]
Старфудс,+7 (965) 730-92-44,Быстрое питание,http://старфудс.рф/
Иль Моторе,+7 (909) 554-33-88,Кофейни,[]
Кафе,+7 (911) 560-21-41,Кафе,[]
G'art Bar,+7 (902) 286-70-98,"Бары, пабы",[]
Иль Моторе,+7 (909) 554-33-88,Кофейни,[]
Scandinavia,+7 (921) 083-83-52,Кофейни,[]
Tantuni,+7 (911) 685-48-48,Быстрое питание,[]
Coffee Like,+7 (3412) 90-82-92,Кофейни,https://coffee-like.com/
Компот,+7 (958) 167-04-33,Столовые,http://www.eda29.ru/arhangelsk
Der хлеб,+7 (962) 665-54-25,Кондитерские,[]
Community,+7 (996) 502-27-90,Кофе с собой,[]
Community,+7 (996) 502-27-90,Кофейни,[]
Coffee pilgrims,+7 (931) 403-07-50,Кофейни,[]
Rampa,+7 (909) 552-22-44,Кофейни,[]
На часок,+7 (900) 916-27-27,Кафе,[]
Винегрет,+7 (911) 569-64-56,Пекарни,[]
Darling Coffee 18/36,+7 (993) 752-01-44,Кофейни,[]
SushiКраб,+7 (911) 575-23-45,Кафе,[]
Hohoro,+7 (911) 579-98-89,Кофейни,http://hohoro.ru/
Coffee Like,+7 (3412) 90-82-92,Кофейни,https://coffee-like.com/
Coffee Like,+7 (3412) 90-82-92,Кофейни,https://coffee-like.com/
Community,+7 (996) 502-27-90,Кофейни,[]
Бодрый день,+7 (383) 375-00-24,Кофейни,http://bodryi-den.ru/
Золотой сад,+7 (911) 594-07-07,Рестораны,[]
Кофе Бравос Bravos,+7 (911) 580-15-55,Магазины кофе,https://bravos.coffee/
Questoria,+7 (962) 664-35-65,Квесты,http://arh.questoria.ru/
Лабиринт,+7 (952) 250-19-77,Детские праздники,[]
Братья Чистовы,+7 (911) 591-01-21,Клининг,https://cleanbros.ru/
Капля,+7 (900) 912-60-13,Химчистки,https://himchistka-kaplya-arh.ru/
In Clean,+7 (960) 016-13-20,Клининг,[]
ЛВК клининг,+7 (921) 987-65-63,Клининг,http://lvkcleaning.ru/
Уборка Архангельск,+7 (950) 660-37-77,Клининг,http://www.n4g.su/
ЭкоДез,+7 (921) 472-50-00,Дезцентры,[]
Клининград,+7 (843) 212-67-77,Клининг,http://cleanin-grad.ru/
Ластик,+7 (921) 089-59-71,Клининг,http://lastik.vip/
Лавандерия,+7 (906) 284-40-16,Химчистки,https://lavanderia29.ru/
Лавандерия,+7 (960) 010-34-37,Химчистки,http://lavanderia29.ru/
Инка,+7 (950) 251-40-41,Клининг,[]
Константин,+7 (991) 898-70-08,Клининг,[]
Чистюля,+7 (911) 097-55-55,Клининг,[]
Надёжный сотрудник,+7 (902) 197-64-88,Грузчики,https://arkhangelsk.trustworker.ru/
Эксперт,+7 (902) 701-41-88,Клининг,[]
Кристальный мир,+7 (911) 554-00-26,Клининг,[]
Планета чистоты,+7 (902) 286-82-92,Клининг,[]
Лавандерия,+7 (921) 073-98-76,Химчистки,https://www.lavanderia29.ru/
Лидер комплексных услуг,+7 (960) 001-75-56,Клининг,[]
Арх-Дезинфекция,+7 (995) 222-95-66,Дезцентры,https://1wiinn.ru/
Community,+7 (996) 502-27-90,Кофейни,[]
"Сити, Кофейня",+7 (960) 002-75-73,Кофейни,http://сити-кофейня.рф/
Coffee Like,+7 (3412) 90-82-92,Кофейни,https://coffee-like.com/
Шоколадница,+7 (991) 470-70-04,Рестораны,https://shoko.ru/
Scandinavia,+7 (921) 083-83-52,Кофейни,[]
Иль Моторе,+7 (909) 554-33-88,Кофейни,[]
Иль Моторре,+7 (909) 554-33-88,Кофейни,[]
Иль Моторе,+7 (909) 554-33-88,Кофейни,[]
Der Хлеб,+7 (952) 258-97-37,Пекарни,[]
Community,+7 (996) 502-27-90,Кофейни,[]
Community,+7 (996) 502-27-90,Кофе с собой,[]
Иль Моторре,+7 (909) 554-33-88,Кофейни,[]
Счастливый Северянин,+7 (991) 114-02-05,Кофейни,[]
Coffee Like,+7 (3412) 90-82-92,Кофейни,https://coffee-like.com/
Darling Coffee 18/36,+7 (993) 752-01-44,Кофейни,[]
Hohoro,+7 (911) 579-98-89,Кофейни,http://hohoro.ru/
Kohi,+7 (906) 281-63-47,Кофейни,[]
Kohi Coffee Point,+7 (906) 281-63-47,Кофе с собой,[]
Coffee Like,+7 (912) 010-99-00,Кофейни,https://coffee-like.com/
Bravos,+7 (911) 580-15-55,Кофейни,https://bravos.coffee/
Kohi Coffee Point,+7 (906) 281-63-47,Кофейни,[]
Hohoro,+7 (981) 550-28-88,Кофейные автоматы,http://hohoro.ru/
Дача,+7 (921) 476-18-98,Столовые,[]
Coffee Like,+7 (3412) 90-82-92,Кофейни,https://coffee-like.com/
Винегрет,+7 (911) 569-64-56,Пекарни,[]
Бодрый день,+7 (383) 375-00-24,Кофейни,http://bodryi-den.ru/
Community,+7 (996) 502-27-90,Кофейни,[]
Coffee Like,+7 (3412) 90-82-92,Кофейни,https://coffee-like.com/
Rampa,+7 (909) 552-22-44,Кофейни,[]
Kohi Coffee Point,+7 (906) 281-63-47,Кофейни,[]
Кофе Бравос Bravos,+7 (911) 580-15-55,Магазины кофе,https://bravos.coffee/
Marsal,+7 (950) 252-23-00,Магазины одежды,https://vk.link/marsal_suit
СИН,+7 (499) 653-55-65 (доб. 6412299),Магазины одежды,https://www.fesretail.com/
Shatte,+7 (995) 222-87-27,Магазины одежды,https://shatte.ru/
Триал-Спорт,+7 (963) 200-43-96,Спортивные магазины,https://trial-sport.ru/
Смешные цены,+7 (960) 296-99-94,Магазины одежды,[]
Индивид,+7 (991) 286-05-39,Магазины одежды,https://indiwd.com/
Gant,+7 (921) 720-05-34,Магазины одежды,http://www.gant.ru/
Marsal,+7 (950) 252-23-00,Магазины одежды,https://vk.link/marsal_suit
Street Division,+7 (902) 198-01-01,Магазины одежды,[]
Reglan,+7 (962) 660-28-19,Верхняя одежда,[]
Подружка,+7 (960) 009-21-83,Магазины одежды,[]
Elis,+7 (911) 682-10-20,Магазины одежды,https://elis.ru/
Van Cliff,+7 (909) 556-07-83,Магазины одежды,[]
Корея,+7 (921) 247-67-24,Магазины одежды,[]
Didriksons,+7 (911) 688-40-88,Магазины одежды,https://originals1913.ru/
Фасон,+7 (902) 198-77-88,Магазины одежды,[]
Стрит Est. 2008,+7 (960) 000-02-04,Магазины одежды,[]
Donatto,+7 (921) 677-15-45,Магазины одежды,http://www.donatto.ru/
Северина,+7 (902) 286-19-80,Постельные принадлежности,https://severina29.ru/
Didriksons1913,+7 (911) 688-40-88,Магазины одежды,https://originals1913.ru/
Fashion life 29,+7 (953) 264-34-67,Магазины одежды,[]
Владимир,+7 (911) 562-77-07,Верхняя одежда,[]
Caramel 13,+7 (911) 572-00-32,Магазины одежды,[]
Switch,+7 (960) 019-00-10,Магазины одежды,https://vk.link/switch_29
Black & White,+7 (996) 503-28-53,Магазины одежды,https://vk.link/club47419406
Магазин одежды и обуви,+7 (953) 938-28-68,Магазины одежды,[]
Moda Mania,+7 (960) 004-11-76,Магазины одежды,[]
Модный ребёнок,+7 (902) 507-27-44,Детская одежда,[]
Ltb,+7 (921) 070-10-90,Магазины одежды,[]
Анэт,+7 (902) 197-35-55,Магазины одежды,[]
F5,+7 (921) 720-02-78,Джинсовая одежда,http://www.f5jeans.ru/
Modemia,+7 (960) 012-71-13,Магазины одежды,[]
Бренд одежды Ирины Вартанян,+7 (921) 810-84-16,Трикотаж,[]
7 Карманов,+7 (911) 551-92-75,Магазины одежды,[]
Life Style,+7 (921) 243-18-08,Магазины одежды,[]
Butterfly,+7 (911) 596-86-26,Магазины одежды,[]
Korepina bridal,+7 (902) 504-44-04,Свадебные салоны,https://vk.link/korepina_bridal
Incanto,+7 (921) 290-29-77,Нижнее бельё,https://incanto.eu/
Shendel,+7 (950) 256-97-90,Магазины одежды,[]
Хороший,+7 (921) 240-42-22,Магазины одежды,[]
Камуфляж,+7 (900) 912-40-00,"Военная экипировка, снаряжение",[]
Qwentiny,+7 (960) 017-10-24,Магазины одежды,[]
Kramar brand,+7 (902) 191-55-45,Магазины одежды,[]
Va room,+7 (911) 676-63-06,Магазины одежды,[]
300-600-900,+7 (950) 250-69-55,Магазины одежды,[]
Nadin,+7 (911) 551-19-54,Верхняя одежда,[]
Olar collection,+7 (981) 554-96-12,Магазины одежды,https://www.olar.ru/
Бренд,+7 (921) 241-51-77,Магазины одежды,[]
Mavi,+7 (921) 070-09-43,Джинсовая одежда,[]
Планета брюк,+7 (905) 293-52-55,Магазины одежды,[]
Bulmer,+7 (962) 550-51-93,Магазины одежды,https://bulmer-fashion.com/
Boutique Natalie L.,+7 (952) 257-75-35,Магазины одежды,http://www.natalie-l.ru/
Аврора,+7 (953) 936-92-73,Магазины одежды,[]
Teplo,+7 (952) 250-54-72,Магазины одежды,[]
Nude,+7 (953) 260-79-36,Магазины одежды,[]
Ботик,+7 (911) 658-29-10,Магазины одежды,https://botik29.uds.app/c
Russ Studio,+7 (995) 107-07-88,Магазины одежды,[]
Top Look,+7 (964) 301-05-68,Магазины одежды,[]
Remarka,+7 (952) 257-21-45,Детская одежда,[]
Одежда,+7 (921) 087-29-97,Магазины одежды,[]
Teplo Store,+7 (962) 665-53-77,Магазины одежды,[]
Pierre Cardin,+7 (921) 297-05-50,Магазины одежды,[]
Golden Birds,+7 (911) 557-40-83,Магазины одежды,[]
К29,+7 (993) 894-08-64,Спортивная одежда,[]
Одежда для дома и отдыха,+7 (902) 285-13-69,Магазины одежды,[]
FiGi,+7 (962) 662-16-45,Магазины одежды,[]
Tom Tailor,+7 (495) 150-15-05,Магазины одежды,http://tom-tailor.ru/
Next Line,+7 (921) 071-41-41,Верхняя одежда,http://nextline.su/
Сплетница,+7 (981) 551-56-39,Магазины одежды,[]
Sabotage,+7 (495) 231-22-29,Магазины одежды,http://s-btg.com/
Mark Formelle,+7 (903) 807-20-82,Магазины одежды,https://markformelle.ru/
Life Style,+7 (921) 243-18-08,Магазины головных уборов,[]
Verochy Boutique,+7 (965) 732-45-77,Магазины одежды,[]
Baldinini,+7 (921) 476-11-39,Магазины одежды,https://www.baldinini-shop.com/ru_ru/
Montana,+7 (921) 240-42-41,Джинсовая одежда,[]
Gretchen Katsenelenbogen,+7 (962) 664-84-74,Магазины одежды,https://gretchenk.shop/
Магазин мужской одежды,+7 (952) 257-32-78,Магазины одежды,[]
Катерина,+7 (960) 007-59-97,Магазины одежды,[]
Гестия,+7 (921) 720-48-51,Магазины одежды,[]
Madina,+7 (921) 720-58-53,Магазины одежды,[]
Alp,+7 (911) 561-73-31,Магазины одежды,[]
Unicorn,+7 (911) 588-09-99,Магазины одежды,[]
Unicorn,+7 (911) 588-09-99,Магазины одежды,[]
Bellezza,+7 (902) 199-75-55,Магазины одежды,[]
Mako,+7 (921) 475-02-03,Спортивная одежда,[]
Домашний текстиль,+7 (952) 304-97-40,Магазины одежды,[]
Персонаж,+7 (911) 552-36-54,Магазины одежды,[]
Stilmen,+7 (921) 244-14-58,Магазины одежды,[]
Женская одежда,+7 (962) 663-63-64,Магазины одежды,[]
Lady Like,+7 (999) 168-47-51,Магазины одежды,[]
Valtex,+7 (911) 553-77-51,Магазины одежды,[]
David Jones,+7 (902) 504-28-18,Магазины одежды,[]
Small a shop,+7 (950) 963-87-94,Магазины одежды,[]
Тепло Севера,+7 (911) 566-86-31,Магазины одежды,[]
Cocomaxx,+7 (960) 005-88-32,Магазины одежды,[]
Юта,+7 (911) 551-93-37,Магазины одежды,[]
Furor,+7 (911) 570-75-33,Верхняя одежда,[]
Furor,+7 (911) 570-75-33,Магазины одежды,[]
Леди Стиль,+7 (960) 017-53-70,Магазины одежды,[]
Bellezza,+7 (921) 470-04-67,Одежды больших размеров,[]
Планета брюк,+7 (906) 281-68-51,Магазины одежды,[]
Азиза,+7 (960) 007-34-74,Магазины одежды,[]
Clasna,+7 (953) 268-46-35,Магазины одежды,[]
Gerry Weber,+7 (921) 623-91-31,Магазины одежды,[]
Anna mora,+7 (962) 662-85-85,Магазины одежды,[]
Ватикан,+7 (900) 911-92-39,Магазины обуви,[]
Men's Fashion,+7 (921) 491-30-01,Магазины одежды,[]
Diana,+7 (909) 550-08-67,Магазины одежды,[]
M-collection,+7 (909) 555-28-56,Магазины одежды,[]
Стильтэкс,+7 (911) 683-01-67,Магазины одежды,[]
Strong,+7 (902) 195-59-52,Магазины одежды,[]
Nika,+7 (921) 291-95-29,Верхняя одежда,[]
Mr. Wilford,+7 (911) 672-02-36,Пошив одежды,[]
Faberlic,+7 (962) 664-80-72,Магазины парфюмерии и косметики,https://faberlic.com/
Связь On,+7 (495) 741-88-85,Магазины электроники,https://www.svyazon.ru/
ЦИФРОСКУПКА,+7 (902) 706-70-64,Комиссионные,https://cifroskupka.ru/
Ishmot,+7 (999) 250-69-59,Ремонт телефонов,[]
Рублёв,+7 (911) 594-70-80,Комиссионные,[]
Vavilon,+7 (911) 586-86-79,Компьютерные магазины,https://vavilonclub.ru/vavilonshop
Магазин электроники,+7 (953) 261-00-00,Магазины электроники,[]
Радиотовары,+7 (902) 286-26-46,Радиотехника,[]
Принцип,+7 (902) 285-82-45,Ремонт телефонов,[]
Steady Line,+7 (952) 304-16-32,Ремонт телефонов,[]
Радио-рай,+7 (964) 290-77-70,Антенны,[]
Триколор ТВ,+7 (911) 554-44-28,Спутниковое ТВ,[]
Галамарт,+7 (911) 876-19-18,Товары для дома,https://galamart.ru/
Галамарт,+7 (991) 381-32-44,Товары для дома,https://galamart.ru/
Галамарт,+7 (991) 054-79-32,Товары для дома,https://galamart.ru/
Fix Price,+7 (499) 009-35-15,Товары для дома,https://fix-price.com/
Fix Price,+7 (499) 009-35-15,Товары для дома,https://fix-price.com/
Fix Price,+7 (499) 009-35-15,Товары для дома,https://fix-price.com/
One Price,+7 (911) 554-06-15,Товары для дома,[]
Fix Price,+7 (499) 009-35-15,Товары для дома,https://fix-price.com/
Пчёлка,+7 (921) 088-36-35,Товары для дома,[]
Эконом,+7 (911) 594-23-00,Магазины хозтоваров,[]
Fix Price,+7 (499) 009-35-15,Товары для дома,https://fix-price.com/
ТО да Сё,+7 (963) 260-12-02,Магазины хозтоваров,[]
Fix Price,+7 (499) 009-35-15,Товары для дома,https://fix-price.com/
Эконом,+7 (911) 876-18-06,Магазины хозтоваров,[]
Хороший,+7 (921) 240-42-22,Магазины одежды,[]
Тюльпан,+7 (902) 196-21-24,Шторы,[]
Эконом,+7 (911) 594-23-00,Магазины хозтоваров,[]
Эконом,+7 (911) 594-23-00,Магазины хозтоваров,[]
Сон-ница,+7 (953) 264-48-88,Постельные принадлежности,[]
Галамарт,+7 (991) 381-65-70,Товары для дома,https://galamart.ru/
Оранжевое настроение,+7 (902) 286-08-80,Магазины канцтоваров,https://on29.ru/
Скатерть,+7 (911) 671-14-23,Товары для дома,[]
Эконом,+7 (911) 594-23-00,Магазины хозтоваров,[]
Magic Sun,+7 (960) 012-33-38,Товары для дома,[]
Мебель град,+7 (931) 400-50-35,Магазины мебели,https://mebel29.ru/
divan.ru,+7 (960) 006-01-63,Магазины мебели,https://www.divan.ru/
МебельБаза,+7 (964) 298-73-22,Магазины мебели,[]
Лером,+7 (902) 700-16-57,Магазины мебели,http://www.lerom.ru/
Podushe,+7 (981) 555-02-81,Магазины мебели,https://podushe-shop.ru/
Цвет диванов,+7 (960) 005-00-11,Магазины мебели,https://zvet.ru/
Диван Диванов,+7 (964) 298-73-90,Мягкая мебель,[]
Лером,+7 (953) 937-07-14,Мебель на заказ,http://www.lerom.ru/
Маэстро,+7 (921) 243-91-00,Мебель на заказ,https://taplink.cc/maestro29_mebel
Большой Ассортимент Мебели,+7 (953) 264-08-19,Магазины мебели,[]
Диван29. ру,+7 (960) 000-33-55,Магазины мебели,https://divan29.ru/
Мягкое место,+7 (960) 013-80-00,Магазины мебели,https://taplink.cc/myagkoe_mesto29
Moon Trade,+7 (921) 071-02-34,Магазины мебели,https://www.moon-trade.ru/shops/detail/tc-forum
Trend i mobili,+7 (996) 921-80-52,Мебель на заказ,http://trendmobili.ru/
Лером,+7 (921) 678-24-22,Магазины мебели,http://lerom.ru/
O'Prime,+7 (911) 554-00-71,Мягкая мебель,http://oprime.ru/
Дисконт,+7 (902) 700-10-25,Магазины мебели,[]
Moon Trade,+7 (931) 408-16-85,Магазины мебели,https://www.moon-trade.ru/shops/detail/tc-mega
Ярис,+7 (902) 286-84-07,Магазины мебели,[]
Лотос,+7 (953) 269-97-97,Корпусная мебель,[]
Mamadoma,+7 (909) 552-07-63,Магазины мебели,[]
Вардек,+7 (967) 555-83-33 (доб. 478),Мебель для кухни,https://vardek.ru/
Mebel Park,+7 (911) 874-94-49,Магазины мебели,http://mebel-aurora.ru/
Диван Диванов,+7 (909) 553-51-63,Магазины мебели,[]
Дом столов,+7 (921) 496-61-91,Мебель для кухни,[]
Регина,+7 (909) 552-07-63,Магазины мебели,[]
Андерссен,+7 (921) 071-50-30,Мягкая мебель,https://www.anderssen.ru/
Frendom,+7 (902) 709-59-45,Мягкая мебель,[]
Норд Мебель,+7 (902) 285-55-49,Мебель на заказ,[]
Askona,+7 (921) 072-89-02,Матрасы,https://www.askona.ru/
Irina Burch,+7 (911) 554-71-44 (доб. +79021903698),Магазины мебели,[]
Askona,+7 (921) 678-21-23,Матрасы,https://www.askona.ru/
Askona,+7 (953) 265-08-31,Матрасы,https://www.askona.ru/
Школа современного образования,+7 (911) 555-33-35,Школы,https://schoolso.ru/
Университет Синергия,+7 (906) 284-29-70,ВУЗы,https://arkhangelsk.synergyregions.ru/
Детский сад АБВГДейка,+7 (953) 932-96-40,"Детские сады, ясли",[]
Екатерининский лицей,+7 (991) 113-90-47,Лицеи,[]
Крошка моя,+7 (950) 661-90-00,"Детские сады, ясли",https://kroshka-arh.company.site/
Непоседы,+7 (960) 002-77-70,Центр развития ребёнка,[]
Частный детский сад Лёвушка,+7 (911) 564-64-43,"Детские сады, ясли",[]
Чио Чио,+7 (962) 662-29-29,Парикмахерские,https://chio-chio.ru/
Чио Чио,+7 (964) 290-29-29,Парикмахерские,https://chio-chio.ru/
Wow,+7 (902) 708-28-10,Салоны красоты,[]
Палема,+7 (960) 008-52-27,Парикмахерские,[]
